#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTAjews.8;I hate those Jews.;;;;;;;;;;;;;x
EVTOPTBjews.8;Granted!;;;;;;;;;;;;;x
EVTOPTCjews.8;I'll think about it.;;;;;;;;;;;;;x
EVTDESCjews.9;The local Rabbi suggests you issue a treaty to put the Jews of the realm under your protection.;;;;;;;;;;;;;x
EVTOPTAjews.9;Something wicked this way comes.;;;;;;;;;;;;;x
EVTOPTBjews.9;I shall sign it right away.;;;;;;;;;;;;;x
EVTDESCflavour_events.10;Your stewards tells you of the chance to institute a moneylending bank in the realm.;;;;;;;;;;;;;x
EVTOPTAflavour_events.10;This is sinful!;;;;;;;;;;;;;x
EVTOPTBflavour_events.10;A wonderful thought.;;;;;;;;;;;;;x
EVTOPTCflavour_events.10;I don't think it's the right moment for this.;;;;;;;;;;;;;x
EVTDESCflavour_events.11;Your Chancellor suggest you commission a tapestry of your most famous battles and adventures.;;;;;;;;;;;;;x
EVTOPTAflavour_events.11;It's a waste of money.;;;;;;;;;;;;;x
EVTOPTBflavour_events.11;It will look most grand in my castle.;;;;;;;;;;;;;x
EVTDESCflavour_events.12;Our steward points out a chance to reform our monetary system into a more efficient one.;;;;;;;;;;;;;x
EVTOPTAflavour_events.12;He's got to be kidding me;;;;;;;;;;;;;x
EVTOPTBflavour_events.12;Reforms are what we need!;;;;;;;;;;;;;x
EVTDESCflavour_events.13;A musician comes knocking at your door, asking for patronage in exchange for a composition on the many tales and deeds of your dynasty.;;;;;;;;;;;;;x
EVTOPTAflavour_events.13;I sing well enough while I bathe.;;;;;;;;;;;;;x
EVTOPTBflavour_events.13;If music be the food of love, play on.;;;;;;;;;;;;;x
EVTOPTCflavour_events.13;I'll give him patronage.;;;;;;;;;;;;;x
EVTDESCflavour_events.14;An errant composer petitions you for a place at your court, in exchange for an inside look at the arts of music and the poetry behind it.;;;;;;;;;;;;;x
EVTOPTAflavour_events.14;I always wanted to be a composer!;;;;;;;;;;;;;x
EVTOPTBflavour_events.14;I'll ask him to focus on poetry instead.;;;;;;;;;;;;;x
EVTOPTCflavour_events.14;What is this buzz you call symphony?!;;;;;;;;;;;;;x
EVTDESCflavour_events.15;A famous alchemist approaches you with a formula for an elixir that, he claims, will make the person who drinks it extra lucky in every field.;;;;;;;;;;;;;x
EVTOPTAflavour_events.15;Shut the old fool's mouth!;;;;;;;;;;;;;x
EVTOPTBflavour_events.15;I'll oversee the experiment.;;;;;;;;;;;;;x
EVTOPTCflavour_events.15;I shall take part in the experiment.;;;;;;;;;;;;;x
EVTDESCflavour_events.16;Breaking news! The Pope has accused me of sorcery because of my latest experiments on a way of turning iron into gold.;;;;;;;;;;;;;x
EVTOPTAflavour_events.16;I bend my knees in front of Jesus our Lord and Saviour.;;;;;;;;;;;;;x
EVTOPTBflavour_events.16;He won't laugh when he's six feet under.;;;;;;;;;;;;;x
EVTOPTCflavour_events.16;Reassure him but keep focusing on the experiment.;;;;;;;;;;;;;x
EVTDESCflavour_events.17;Your latest economical reforms have been dreadful for the coffers of the realm.;;;;;;;;;;;;;x
EVTOPTAflavour_events.17;Blame it on the steward.;;;;;;;;;;;;;x
EVTOPTBflavour_events.17;I will do everything to fix it.;;;;;;;;;;;;;x
EVTOPTCflavour_events.17;Let it be.;;;;;;;;;;;;;x
EVTNAMEbattle_events.0;Leadership Improvement;;;;;;;;;;;;;x
EVTDESCbattle_events.0;The recent battle has given me a chance to improve my combat tactic, strategy and leadership. I have become a more proficient commander.;;;;;;;;;;;;;x
EVTOPTAbattle_events.0;Excellent!;;;;;;;;;;;;;x
EVTNAMEbattle_events.3;A New Way Of Life?;;;;;;;;;;;;;x
EVTDESCbattle_events.3;It was some kind of  revelation: The battlefield in front of me, my men moving towards the enemy. I was sitting on my horse, commanding the troops, and although I have never been a great war leader, we won the battle. When the dust had settled, my men were cheering at me and even my companions praised my talent. Maybe this is my true calling?;;;;;;;;;;;;;x
EVTOPTAbattle_events.3;The way of the warrior.;;;;;;;;;;;;;x
EVTOPTBbattle_events.3;I am what I am.;;;;;;;;;;;;;x
EVTNAMEbattle_events.6;Martial Skill Improvement;;;;;;;;;;;;;x
EVTDESCbattle_events.6;The recent battle has given me a chance to improve my combat tactic, strategy and leadership. I have become a more proficient commander.;;;;;;;;;;;;;x
EVTOPTAbattle_events.6;Excellent!;;;;;;;;;;;;;x
EVTDESCrebels.0;A revolt has broken out in [Root.GetName]! Angered by my 'oppressive' rule, the peasants have taken arms against me!;;;;;;;;;;;;;x
EVTOPTArebels.0;How dare they oppose me!;;;;;;;;;;;;;x
EVTDESCrebels.1;A revolt has broken out in [From.GetName]! Angered by the oppressive rule of [From.County.Holder.GetTitledName], the peasants have taken arms against my vassal. Their indiscriminate destruction will unfortunately hit my holdings as well...;;;;;;;;;;;;;x
EVTOPTArebels.1;If the count doesn't act, I better...;;;;;;;;;;;;;x
EVTDESCrebels.2;The peasant army ravageing the province of [Root.GetName] is burning down buildings!;;;;;;;;;;;;;x
EVTOPTArebels.2;Is there anything they won't destroy?;;;;;;;;;;;;;x
EVTOPTBrebels.2;Bad news, but I am glad it didn't happen to my holdings...;;;;;;;;;;;;;x
EVTDESCrebels.3;The peasant army ravageing the province of [From.GetName] is burning down my buildings!;;;;;;;;;;;;;x
EVTDESCrebels.4;I have been attacked by the peasants rebels in [Root.Location.GetName]!;;;;;;;;;;;;;x
EVTOPTArebels.4;They killed me?!;;;;;;;;;;;;;x
EVTOPTBrebels.4;Damn these rebels!;;;;;;;;;;;;;x
EVTOPTCrebels.4;I am lucky to be alive...;;;;;;;;;;;;;x
EVTDESCrebels.8;[From.GetTitledName] has been captured and killed by peasant rebels!;;;;;;;;;;;;;x
EVTOPTArebels.8;How dare they execute a subject of mine!;;;;;;;;;;;;;x
EVTDESCrebels.9;My liege,\nI was ambushed by a mob of peasant rebels and barely got away with my life. The attack has left me maimed and I fear for the life of me and those around me in [From.Location.GetName]. These rebels must be stopped.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTArebels.9;They sure do...;;;;;;;;;;;;;x
EVTDESCrebels.10;My liege,\nAlthough I escaped with my life, the mob of peasant rebels that attacked me managed to wound me. I fear these attacks will only increase until the revolt in [From.Location.GetName] is put down.\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTArebels.10;This peasant rabble must be stopped!;;;;;;;;;;;;;x
EVTDESCrebels.11;Feeling little loyalty to the far off ruler of [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!;;;;;;;;;;;;;x
EVTDESCrebels.12;Tired of their old ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to me!;;;;;;;;;;;;;x
EVTOPTArebels.12;Excellent! Or is it...?;;;;;;;;;;;;;x
EVTDESCrebels.13;Feeling little loyalty to the far off ruler of [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;;;;;;;;;;;;;x
EVTOPTArebels.14;Damn these peasants!;;;;;;;;;;;;;x
EVTOPTArebels.15;Outrages!;;;;;;;;;;;;;x
EVTDESCrebels.20;$PROVINCENAME$ is isolated from the rest of the realm. It is difficult to control;;;;;;;;;;;;;x
EVTOPTArebels.20;Ok;;;;;;;;;;;;;x
EVTDESCrebels.21;$PROVINCENAME$ is no longer isolated;;;;;;;;;;;;;x
EVTOPTArebels.21;Good;;;;;;;;;;;;;x
EVTDESCrebels.30;Revolting peasants in $PROVINCENAME$ will depose arms if you agree to reduce their taxes;;;;;;;;;;;;;x
EVTOPTArebels.30;Very well;;;;;;;;;;;;;x
EVTOPTBrebels.30;Don`t listen to the peasant scum!;;;;;;;;;;;;;x
EVTNAMErebels.31;Revolt suppressed;;;;;;;;;;;;;x
EVTDESCrebels.31;I arrived to [Root.Location.GetName] and managed to find and arrest revolt leaders. Without them peasants will not dare to oppose my liege any more;;;;;;;;;;;;;x
EVTOPTArebels.31;They learned their lesson!;;;;;;;;;;;;;x
EVTTOOLTIPrebels.32;Send a letter to my liege;;;;;;;;;;;;;x
EVTDESCrebels.32;My liege, I managed to find and arrest revolt leaders in [From.Location.GetName]. Without them the peasants will not dare to oppose you any more.;;;;;;;;;;;;;x
EVTOPTArebels.32;Good news!;;;;;;;;;;;;;x
EVTDESCsicilian.0;For as long as have ruled here we Normans have entrusted the raising of our children to Greek, Maghreb, or Italian nursemaids. Our first words would not be Norman French but something else. As we grew up, we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTAsicilian.0;Yes, let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCsicilian.1;Around our lands more people are using this Sicilian language and I find this is a perfect means for a Norman overlord to get his multicultural serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of a more efficient realm. ;;;;;;;;;;;;;x
EVTOPTAsicilian.1;We are indeed wise;;;;;;;;;;;;;x
EVTDESCsicilian.2;Although every civilised man in Christendom knows that French is the true language of communication, this new Sicilian language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTAsicilian.2;A most useful development;;;;;;;;;;;;;x
EVTDESCsicilian.3;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.3;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCsicilian.4;My Liege has persuded me to embrace this notion of Sicilianness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.4;He made me an offer I couldn't refuse.;;;;;;;;;;;;;x
EVTDESCsicilian.5;For as long as have ruled here we Greeks have entrusted the raising of our children to Norman, Maghreb, or Italian nursemaids. Our first words would not be Byzantine Greek but something else. As we grew up, we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTAsicilian.5;Yes, let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCsicilian.6;Around our lands more people are using this Sicilian language and I find this is a perfect means for a Greek overlord to get his multicultural serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of a more efficient realm. ;;;;;;;;;;;;;x
EVTOPTAsicilian.6;We are indeed wise;;;;;;;;;;;;;x
EVTDESCsicilian.7;Although every civilised man in Christendom knows that Greek is the true language of communication, this new Sicilian language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTAsicilian.7;A most useful development;;;;;;;;;;;;;x
EVTDESCsicilian.8;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.8;Sometimes I  surprise even myself;;;;;;;;;;;;;x
EVTDESCsicilian.9;My Liege has persuded me to embrace this notion of Sicilianness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.9;He made me an offer I couldn't refuse.;;;;;;;;;;;;;x
EVTDESCsicilian.10;For as long as have ruled here we Arabs have entrusted the raising of our children to Norman, Greek, or Italian nursemaids. Our first words would not be Maghreb Arabic but something else. As we grew up, we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTAsicilian.10;Yes, let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCsicilian.11;Around our lands more people are using this Sicilian language and I find this is a perfect means for an Arab overlord to get his multicultural serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of a more efficient realm. ;;;;;;;;;;;;;x
EVTOPTAsicilian.11;We are indeed wise;;;;;;;;;;;;;x
EVTDESCsicilian.12;Although every civilised man in Christendom knows that Arabic is the true language of communication, this new Sicilian language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTAsicilian.12;A most useful development;;;;;;;;;;;;;x
EVTDESCsicilian.13;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.13;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCsicilian.14;My Liege has persuded me to embrace this notion of Sicilianness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTAsicilian.14;He made me an offer I couldn't refuse.;;;;;;;;;;;;;x
EVTNAME150361;Thomas Aquinas;;;;;;;;;;;;;x
EVTDESC150361;Thomas Aquinas was an Italian Dominican priest of the Roman Catholic Church, and an immensely influential philosopher and theologian in the tradition of scholasticism.;;;;;;;;;;;;;x
EVTOPTA150361;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150361;We don't need him.;;;;;;;;;;;;;x
EVTNAME150362;Albertus Magnus;;;;;;;;;;;;;x
EVTDESC150362;Albertus Magnus was a German Dominican friar and a bishop who achieved fame for his comprehensive knowledge of and advocacy for the peaceful coexistence of science and religion. ;;;;;;;;;;;;;x
EVTOPTA150362;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150362;We don't need him.;;;;;;;;;;;;;x
EVTNAME150363;John Peckham;;;;;;;;;;;;;x
EVTDESC150363;John Peckham wrote a number of works on optics, philosophy, and theology, as well as writing hymns. Numerous manuscripts of his works survive. On his death, his body was buried in Canterbury Cathedral, as he was elected archibishop of Canterbury.;;;;;;;;;;;;;x
EVTOPTA150363;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150363;We don't need him.;;;;;;;;;;;;;x
EVTNAME150364;Roger Bacon;;;;;;;;;;;;;x
EVTDESC150364;Roger Bacon was an English philosopher and Franciscan friar who placed considerable emphasis on the study of nature through empirical methods. He is sometimes credited, mainly starting in the 19th century, as one of the earliest European advocates of the modern scientific method inspired by the works of Aristotle and later pseudo-Aristotelian works, like the works of Egyptian scientist Alhazen.;;;;;;;;;;;;;x
EVTOPTA150364;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150364;We don't need him.;;;;;;;;;;;;;x
EVTNAME150365;Thomas Bradwardine;;;;;;;;;;;;;x
EVTDESC150365;Thomas Bradwardine was an English scholar, scientist, courtier and, very briefly, Archbishop of Canterbury. As a celebrated scholastic philosopher and doctor of theology, he is often called Doctor Profundus.;;;;;;;;;;;;;x
EVTOPTA150365;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150365;We don't need him.;;;;;;;;;;;;;x
EVTNAME150366;William of Ockham;;;;;;;;;;;;;x
EVTDESC150366;William of Ockham was an English Franciscan friar and scholastic philosopher, who is believed to have been born in Ockham, a small village in Surrey. He is considered to be one of the major figures of medieval thought and was at the centre of the major intellectual and political controversies of the fourteenth century.;;;;;;;;;;;;;x
EVTOPTA150366;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150366;We don't need him.;;;;;;;;;;;;;x
EVTNAME150368;Johannes de Sacrobosco;;;;;;;;;;;;;x
EVTDESC150368;Johannes de Sacrobosco was a scholar, monk, and astronomer (probably English, but possibly Irish or Scottish) who taught at the University of Paris and wrote the authoritative mediaeval astronomy text Tractatus de Sphaera.;;;;;;;;;;;;;x
EVTOPTA150368;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150368;We don't need him.;;;;;;;;;;;;;x
EVTNAME150369;Duns Scotus;;;;;;;;;;;;;x
EVTDESC150369;Duns Scotus was one of the more important theologians and philosophers of the High Middle Ages. He was nicknamed Doctor Subtilis for his penetrating and subtle manner of thought. Scotus has had considerable influence on Roman Catholic thought. The doctrines for which he is best known are the 'univocity of being,' that existence is the most abstract concept we have, applicable to everything that exists, the formal distinction, a way of distinguishing between different aspects of the same thing.;;;;;;;;;;;;;x
EVTOPTA150369;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150369;We don't need him.;;;;;;;;;;;;;x
EVTNAME150370;Erasmus Witelo;;;;;;;;;;;;;x
EVTDESC150370;Erasmus Witelo  was a friar, theologian and scientist: a physicist, natural philosopher, mathematician. He is an important figure in the history of philosophy in Poland.;;;;;;;;;;;;;x
EVTOPTA150370;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150370;We don't need him.;;;;;;;;;;;;;x
EVTNAME150371;Jean Buridan;;;;;;;;;;;;;x
EVTDESC150371;Jean Buridan was a French priest. He developed the concept of impetus, the first step toward the modern concept of inertia, and an important development in the history of medieval science. His name is most familiar through the thought experiment known as Buridan's ass.;;;;;;;;;;;;;x
EVTOPTA150371;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150371;We don't need him.;;;;;;;;;;;;;x
EVTNAME150372;Nicole Oresme;;;;;;;;;;;;;x
EVTDESC150372;Nicole Oresme was a significant philosopher of the later Middle Ages. He wrote influential works on economics, mathematics, physics, astronomy, philosophy, and theology, was Bishop of Lisieux, a translator, a counselor of King Charles V of France, and probably one of the most original thinkers of the 14th century.;;;;;;;;;;;;;x
EVTOPTA150372;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150372;We don't need him.;;;;;;;;;;;;;x
EVTNAME150373;Vincent of Beauvais;;;;;;;;;;;;;x
EVTDESC150373;The Dominican friar Vincent of Beauvais wrote the Speculum Maius, the main encyclopedia that was used in the Middle Ages.;;;;;;;;;;;;;x
EVTOPTA150373;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150373;We don't need him.;;;;;;;;;;;;;x
EVTNAME150367;Richard of Wallingford;;;;;;;;;;;;;x
EVTDESC150367;Richard of Wallingford  was an English mathematician who made major contributions to astronomy/astrology and horology while serving as abbot of St Albans Abbey in Hertfordshire.;;;;;;;;;;;;;x
EVTOPTA150367;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150367;We don't need him.;;;;;;;;;;;;;x
EVTNAME150374;Petrarch;;;;;;;;;;;;;x
EVTDESC150374;Petrarch was an Italian scholar, poet and one of the earliest humanists. Petrarch is often called the 'Father of Humanism'. Petrarch's sonnets were admired and imitated throughout Europe during the Renaissance and became a model for lyrical poetry. He is also known for being the first to develop the concept of the 'Dark Ages'.;;;;;;;;;;;;;x
EVTOPTA150374;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150374;We don't need him.;;;;;;;;;;;;;x
EVTNAME150375;Dante;;;;;;;;;;;;;x
EVTDESC150375;Dante Alighieri was an Italian poet, prose writer, literary theorist, moral philosopher, and political thinker. He is best known for the monumental epic poem La commedia, later named La divina commedia (Divine Comedy), considered the greatest literary work composed in the Italian language and a masterpiece of world literature.;;;;;;;;;;;;;x
EVTOPTA150375;I could use this great man.;;;;;;;;;;;;;x
EVTOPTB150375;We don't need him.;;;;;;;;;;;;;x
EVTNAME150376;Boccaccio;;;;;;;;;;;;;x
